"UNIQUE_SYSTEM_IDENTIFIER","ORGANIZATION_NAME","CHARGE_PROFILE","IDENTITY_STATUS","TRUST_LEVEL","INITIATING_MSISDN","RECEIVING_MSISDN","RECEIPT_NUMBER","DATE_TIMESTAMP","TRANSACTION_STATUS","TRANSACTION_TYPE","REASON_TYPE","TOTAL_AMOUNT_AOA","CHARGE_AMOUNT_AOA","COMMISSION_AMOUNT","SERVICE_ALIAS"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP0P15TZU","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",1000,22.8,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP7P10L0P","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",500,11.4,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP7P103B7","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",729,16.62,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP1P0ZW8V","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",1000,22.8,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP7P0W45L","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",600,13.68,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP2P0WVGS","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",200,4.56,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP7P0W4MT","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",1000,22.8,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP3P0V18D","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",3000,68.4,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP1P0W60N","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",500,11.4,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP3P0RSV7","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",1000,22.8,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP8P0TEPU","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",275,6.27,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP7P0SUOF","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",29000,661.2,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP2P0RIIO","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",500,11.4,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP8P0U3DW","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",100,2.28,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP3P0QX4Z","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",15000,342,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP0P0W7FQ","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",3000,68.4,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP2P0W23A","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",200,4.56,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP0P0UVTA","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",2000,45.6,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP1P0WAAT","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",200,4.56,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP0P0UJEC","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",200,4.56,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP7P0RV3L","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",300,6.84,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP2P0QTQG","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",200,4.56,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP9P0ST2P","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",722,16.46,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP8P0RCIG","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",400,9.12,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP6P0S9YK","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",1000,22.8,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP2P1KWWC","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",100,2.28,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP8P1IXRO","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",100,2.28,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP6P1JYDE","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",500,11.4,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP9P1HSU3","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",100,2.28,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP8P1JYCC","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",300,6.84,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP3P1MQJP","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",5000,114,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP9P1JC9N","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",100,2.28,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP2P1HQTO","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",1000,22.8,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP7P1L3A7","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",4000,91.2,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP3P1LDKD","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",300,6.84,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP6P1ISRW","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",100,2.28,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP8P1KF7A","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",200,4.56,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP8P1OL0C","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",1300,29.64,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP9P1O53V","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",1800,41.04,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP5P1O3JN","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",200,4.56,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP9P1P0XZ","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",4800,109.44,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP4P1OBWQ","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",50,1.14,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP3P1OYKT","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",2000,45.6,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP2P1P2DG","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",50,1.14,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP6P1O2Y0","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",210,4.79,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP8P1OJNQ","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",812,18.51,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP9P1724Z","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",136.65,3.11,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP1P15497","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",431.1,9.83,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP8P16I7Q","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",5000,114,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP0P173Y0","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",400,9.12,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP9P14BHV","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",35000,798,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP1P1397L","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",200,4.56,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP7P11BHH","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",5000,114,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP1P12NV9","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",100,2.28,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP7P11QF9","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",200,4.56,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP2P1PJL6","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",50,1.14,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP4P1PFR6","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",300,6.84,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP5P1P8VF","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",1000,22.8,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP3P1PKOX","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",500,11.4,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP3P1PCXR","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",2000,45.6,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP4P1PI7S","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",100,2.28,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP0P1PL44","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",50,1.14,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP9P1PEE5","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",1500,34.2,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP5P1PHXJ","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",3000,68.4,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP0P1P9B4","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",100,2.28,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP3P1PGDN","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",100,2.28,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP3P1PCWD","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",1200,27.36,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP9P17M6N","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",500,11.4,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP9P18G8V","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",200,4.56,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP0P1A93W","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",100,2.28,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP4P17UP6","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",129,2.94,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP1P1AE4R","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",200,4.56,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP7P1AYED","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",100,2.28,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP2P19CUA","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",200,4.56,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP4P1HBAK","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",2000,45.6,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP6P1GSWE","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",200,4.56,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP1P1FHZN","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",5000,114,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP1P1FIBB","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",1000,22.8,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP7P1E7SH","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",250,5.7,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP0P1FRXY","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",2000,45.6,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP5P1GCJ7","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",500,11.4,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP2P1DAC6","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",500,11.4,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP0P1DGJG","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",200,4.56,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP0P1DEM0","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",60000,1368,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP1P1NWD7","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",38060,867.77,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP6P1N5MA","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",1200,27.36,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP3P1NAGN","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",100,2.28,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP2P1MUK4","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",2000,45.6,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP7P1O06B","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",510,11.63,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP0P1P5CC","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",220,5.02,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP6P1P5AK","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",2000,45.6,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP9P1O7XT","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",5000,114,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP0P1O3UM","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",200,4.56,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP2P1ONG8","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",100,2.28,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP6P1OBSM","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",700,15.96,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP2P097HY","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",500,11.4,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP3P094SH","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",10150,231.42,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP0P093Z8","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",638,14.55,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP0P0DH64","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",158,3.6,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP0P0BV6C","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",800,18.24,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP9P0C1X3","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",200,4.56,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP8P0D0Q4","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",200,4.56,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP4P073YK","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",500,11.4,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP5P0725L","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",25000,570,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP2P073T8","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",316,7.2,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP3P075OH","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",150,3.42,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP5P0GSHJ","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",400,9.12,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP7P0E5H1","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",500,11.4,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP2P0GO6G","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",5000,114,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP7P0F3VN","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",400,9.12,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP6P0E9PI","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",200,4.56,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP5P0GFXB","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",300,6.84,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP2P0GQCI","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",100,2.28,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP8P0FGJ8","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",108,2.46,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP9P0A49L","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",630,14.36,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP0P0A1CW","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",2300,52.44,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP1P0ACXL","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",300,6.84,"0","Individual B2C Payment"
"201000000000102241","BANTUBET","BET Charge Profile","Active","Top Organization Level 1","BANTUBET","70200","BBP4P09R3A","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",500,11.4,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP0P08OEO","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",400,9.12,"0","Individual B2C Payment"
"201000000000094689","PREMIERBET","BET Charge Profile","Active","Top Organization Level 1","PREMIERBET","00001209","BBP9P08DML","20240225","Completed","Individual B2C Payment","Individual B2C Payment to Registered Customer",500,11.4,"0","Individual B2C Payment"
